order_item_id,order_id,product_id,quantity,unit_price,discount_amount
69,33,341,1,624.2,0
70,33,101,1,1027.84,0
71,34,76,1,1667.53,0
72,35,300,1,192.68,0
73,35,272,1,205.38,0
74,36,89,1,369.85,0
75,37,390,1,59.02,0
76,38,116,2,1366.24,0
77,39,201,2,59.57,0
78,39,231,1,181.55,0
79,39,311,2,607.59,0
80,39,429,1,481.56,0
81,40,214,1,149.47,0
82,40,34,2,69.15,0
83,41,156,1,297.07,0
84,41,429,2,481.56,0
85,41,275,1,263.89,0
86,41,310,1,183.32,0
87,42,176,1,164.15,0
88,43,475,2,138.13,0
89,44,143,1,115.33,0
90,44,136,1,203.3,0
91,45,284,1,216.04,0
92,45,165,1,241.73,47.03
93,46,332,2,382.92,0
94,47,37,1,733.38,0
95,48,254,1,23.12,0
96,49,251,1,134.48,0
97,49,305,1,684.74,51.07
98,50,138,2,228.99,0
99,50,66,1,914.63,0
100,51,221,1,136.79,0
101,52,300,1,192.68,0
102,53,293,1,317.57,0
103,54,313,1,99.01,0
104,55,435,1,372.63,24.74
105,55,198,1,196.8,0
106,55,229,1,268.48,0
107,56,224,2,178.82,0
108,56,405,1,148.25,0
109,57,358,1,149.63,0
110,57,350,1,771.61,0
111,58,352,1,36.39,7.01
112,58,479,1,29.46,0
113,58,289,1,365.84,50.21
114,58,125,1,1681.86,0
115,59,87,1,128.25,0
116,60,47,1,1559.14,0
117,60,363,1,115.97,0
118,60,469,1,485.17,0
119,61,160,1,219.0,49.14
120,62,86,1,542.52,0
121,63,274,1,292.9,0
122,63,64,1,1884.06,0
123,63,399,2,141.21,0
124,64,30,1,828.84,67.29
125,64,202,1,107.82,0
126,65,128,1,93.9,0
127,66,347,1,163.96,0
128,66,387,2,43.85,0
129,66,203,1,237.23,0
130,67,256,2,60.08,0
131,67,65,1,426.23,0
132,68,102,2,319.26,0
133,69,333,1,407.76,0
134,69,407,1,74.89,0
135,70,238,3,141.53,0
136,70,67,1,387.29,0
137,70,213,1,197.29,0
138,71,421,1,52.45,0
139,72,85,1,1207.47,0
140,72,6,1,856.12,0
141,72,52,1,466.87,0
142,72,75,1,230.2,0
143,73,64,1,1884.06,0
144,73,453,2,124.76,51.37
145,74,170,1,284.27,0
146,74,339,1,132.5,30.87
147,74,366,1,95.35,0
148,75,292,1,139.87,0
149,76,84,1,647.24,92.98
150,76,440,3,433.51,0
151,76,20,1,1628.88,231.17
152,76,136,2,203.3,0
153,76,373,3,38.84,0
154,77,170,1,284.27,0
155,77,324,1,251.5,0
156,77,341,1,624.2,0
157,78,482,1,43.61,0
158,79,285,2,66.19,0
159,79,115,1,147.64,0
160,79,433,2,235.49,0
161,80,320,1,100.83,0
162,81,16,1,992.53,0
163,82,147,2,15.95,0
164,82,125,1,1681.86,0
165,82,313,2,99.01,13.16
166,83,414,1,48.26,0
167,83,358,1,149.63,0
168,83,332,1,382.92,0
169,83,78,2,454.52,0
170,83,27,1,880.12,201.17
171,84,99,2,1091.52,0
172,84,405,1,148.25,0
173,84,88,1,880.49,0
174,85,81,1,961.13,164.64
175,85,330,1,95.36,21.02
176,85,398,1,116.7,0
177,86,414,2,48.26,0
178,87,41,1,562.73,0
179,88,353,1,23.58,0
180,88,164,1,220.77,0
181,88,297,1,64.19,0
182,89,177,1,263.17,58.06
183,90,442,1,434.57,0
184,90,166,3,145.6,0
185,90,231,1,181.55,0
186,91,48,1,1084.84,0
187,92,465,1,304.61,0
188,92,104,1,804.29,0
189,92,370,2,81.22,0
190,92,93,1,637.5,0
191,93,381,1,136.31,0
192,93,259,3,148.8,0
193,93,141,1,42.64,0
194,94,23,1,1546.45,0
195,94,146,3,96.59,62.56
196,94,171,1,206.88,0
197,95,457,1,172.83,16.57
198,96,231,1,181.55,0
199,96,123,2,794.73,0
200,96,204,2,120.68,0
201,96,2,1,301.97,0
202,97,274,1,292.9,0
203,97,339,2,132.5,0
204,98,41,1,562.73,0
205,98,169,1,77.99,15.59
206,99,84,1,647.24,0
207,100,63,2,1816.16,355.64
208,101,63,1,1816.16,0
209,102,183,1,142.29,0
210,102,404,1,70.44,0
211,102,48,1,1084.84,0
212,103,268,2,152.9,0
213,104,388,1,102.8,0
214,105,383,3,85.08,0
215,105,358,2,149.63,0
216,105,35,2,658.09,0
217,106,2,1,301.97,55.24
218,107,432,1,454.79,0
219,108,390,1,59.02,0
220,108,175,2,191.26,0
221,109,341,1,624.2,0
222,109,494,1,34.41,0
223,109,71,1,1293.99,202.11
224,109,357,1,92.61,0
225,110,477,1,48.55,3.53
226,110,269,3,297.92,0
227,110,309,1,631.29,104.34
228,111,278,2,459.05,0
229,111,468,1,253.54,0
230,112,21,2,1736.41,405.12
231,112,160,1,219.0,15.08
232,112,471,2,405.74,185.25
233,113,288,2,116.31,19.46
234,113,459,1,197.81,0
235,114,491,2,27.15,0
236,115,432,1,454.79,0
237,115,97,1,805.77,0
238,116,467,1,165.69,0
239,116,297,2,64.19,17.21
240,117,66,1,914.63,0
241,118,382,1,142.09,0
242,118,24,1,676.81,34.22
243,118,375,1,62.05,11.74
244,118,37,1,733.38,0
245,118,351,1,13.87,2.49
246,119,340,1,777.29,0
247,120,130,1,93.31,0
248,121,148,1,209.76,0
249,122,115,1,147.64,0
250,123,9,1,581.29,0
251,123,400,2,72.95,0
252,123,121,2,1841.61,715.46
253,123,331,1,101.75,0
254,124,454,1,334.32,0
255,124,55,2,1835.82,0
256,125,322,1,540.67,110.13
257,125,255,2,275.37,0
258,125,271,1,87.76,0
259,125,2,1,301.97,0
260,126,492,1,32.63,0
261,126,309,1,631.29,0
262,127,117,1,621.82,0
263,128,212,1,94.84,0
264,129,19,1,771.15,0
265,130,175,2,191.26,0
266,131,244,1,123.31,0
267,132,170,1,284.27,0
268,133,232,1,234.43,0
269,134,24,1,676.81,0
270,135,17,1,83.56,0
271,135,61,1,1293.08,0
272,136,194,1,262.17,0
273,137,213,1,197.29,0
274,138,303,1,111.63,0
275,138,461,1,442.39,0
276,138,493,1,31.21,0
277,138,470,1,358.89,0
278,139,409,1,136.05,0
279,139,396,2,30.09,0
280,139,428,1,84.77,0
281,139,11,2,1033.79,125.62
282,140,378,1,68.22,0
283,140,419,1,144.11,0
284,141,276,1,330.1,0
285,142,219,1,148.47,0
286,143,217,1,211.53,0
287,144,17,2,83.56,0
288,145,327,1,571.26,0
289,145,300,1,192.68,0
290,146,310,1,183.32,0
291,146,14,1,639.2,0
292,147,417,1,104.67,0
293,148,391,1,31.43,0
294,149,2,1,301.97,0
295,149,339,1,132.5,0
296,150,212,1,94.84,0
297,151,193,1,159.58,22.97
298,151,374,1,102.34,0
299,151,22,1,1252.15,0
300,152,439,1,155.19,32.65
301,152,474,2,291.36,0
302,152,270,1,227.31,0
303,152,95,2,360.69,0
304,153,243,2,151.22,0
305,153,256,1,60.08,0
306,154,73,1,397.11,0
307,154,357,1,92.61,0
308,155,388,1,102.8,0
309,155,368,1,99.73,0
310,155,67,1,387.29,0
311,156,182,2,92.37,0
312,157,175,1,191.26,0
313,157,279,3,561.08,0
314,158,263,2,79.47,0
315,158,295,2,427.81,0
316,158,492,1,32.63,0
317,159,69,1,221.92,0
318,159,239,1,142.34,0
319,160,392,2,57.02,0
320,161,53,1,399.06,0
321,162,304,1,655.92,0
322,163,438,1,83.52,16.7
323,163,18,2,931.93,0
324,163,371,3,143.0,0
325,164,5,2,1726.46,0
326,164,6,1,856.12,0
327,165,474,1,291.36,0
328,165,7,1,1522.49,0
329,166,201,1,59.57,0
330,166,189,2,169.58,57.91
331,167,116,1,1366.24,0
332,167,119,2,391.71,0
333,168,309,1,631.29,88.54
334,169,375,1,62.05,0
335,169,151,2,62.44,15.41
336,170,405,1,148.25,0
337,171,99,2,1091.52,495.52
338,172,482,1,43.61,3.71
339,173,321,2,272.59,0
340,174,384,3,65.29,21.7
341,175,442,1,434.57,0
342,176,28,1,374.08,0
343,176,53,1,399.06,0
344,177,94,2,1462.06,0
345,178,483,1,21.74,0
346,178,321,2,272.59,0
347,179,348,3,284.98,0
348,179,390,2,59.02,0
349,180,53,1,399.06,0
350,181,456,2,58.38,0
351,181,98,1,1801.14,0
352,181,56,2,1312.08,0
353,181,95,1,360.69,0
354,182,392,1,57.02,0
355,183,311,1,607.59,0
356,184,288,1,116.31,0
357,184,388,1,102.8,12.23
358,185,16,1,992.53,0
359,186,48,1,1084.84,0
360,186,402,1,85.1,0
361,187,452,1,324.94,0
362,187,75,1,230.2,0
363,187,393,2,94.23,0
364,188,436,1,206.43,11.54
365,188,261,3,50.86,0
366,188,140,1,297.06,65.48
367,189,199,1,75.77,0
368,189,258,1,53.31,0
369,189,104,2,804.29,101.73
370,189,39,1,766.19,0
371,189,42,1,693.81,0
372,190,268,1,152.9,0
373,190,101,1,1027.84,201.45
374,190,447,1,173.79,0
375,191,483,1,21.74,2.84
376,192,252,1,265.54,0
377,192,372,1,79.34,6.52
378,193,135,3,166.69,0
379,193,35,1,658.09,50.37
380,194,279,2,561.08,0
381,195,195,1,193.39,0
382,196,193,1,159.58,0
383,196,63,1,1816.16,0
384,196,98,1,1801.14,0
385,196,112,2,63.57,0
386,196,230,1,20.38,0
387,197,105,1,368.91,0
388,198,263,1,79.47,0
389,199,275,1,263.89,0
390,199,424,1,137.29,0
391,199,94,1,1462.06,0
392,200,119,1,391.71,0
393,200,448,2,245.22,0
394,200,422,1,26.58,0
395,201,302,1,480.47,0
396,201,279,2,561.08,163.46
397,201,369,1,63.89,0
398,202,187,1,43.01,7.82
399,202,392,1,57.02,0
400,202,2,1,301.97,0
401,203,54,1,1075.71,0
402,204,72,1,1507.45,0
403,204,168,1,184.41,0
404,204,291,2,201.1,0
405,204,204,1,120.68,0
406,204,497,1,14.37,0
407,205,355,2,124.01,0
408,205,374,1,102.34,0
409,205,118,1,1211.77,0
410,205,340,1,777.29,0
411,206,178,1,112.57,0
412,207,92,1,822.19,0
413,208,316,1,32.42,0
414,209,77,2,353.62,0
415,210,384,1,65.29,0
416,211,189,1,169.58,38.82
417,211,27,1,880.12,0
418,211,357,1,92.61,0
419,212,91,1,1942.13,0
420,212,399,1,141.21,0
421,212,383,1,85.08,0
422,213,350,2,771.61,0
423,213,273,2,136.56,0
424,213,379,2,94.02,0
425,213,295,2,427.81,0
426,214,273,2,136.56,0
427,215,302,1,480.47,0
428,216,287,1,213.89,0
429,216,364,3,116.89,0
430,217,349,1,785.97,0
431,218,296,2,208.21,60.9
432,218,39,1,766.19,118.23
433,219,202,1,107.82,0
434,220,454,1,334.32,0
435,221,24,1,676.81,0
436,221,9,1,581.29,0
437,221,492,2,32.63,0
438,222,63,1,1816.16,0
439,222,357,1,92.61,0
440,223,286,2,325.17,0
441,223,439,2,155.19,0
442,224,299,2,30.08,0
443,224,260,1,287.72,0
444,224,213,1,197.29,0
445,225,494,2,34.41,0
446,225,187,1,43.01,0
447,226,220,1,187.03,0
448,226,171,2,206.88,87.02
449,226,14,1,639.2,0
450,227,453,2,124.76,0
451,227,424,1,137.29,16.2
452,227,60,1,1748.28,0
453,228,267,1,253.08,0
454,229,114,2,956.29,0
455,229,217,1,211.53,0
456,229,230,1,20.38,4.47
457,229,461,3,442.39,0
458,229,327,2,571.26,0
459,230,429,1,481.56,0
460,231,5,2,1726.46,0
461,232,85,2,1207.47,0
462,233,165,1,241.73,0
463,234,167,1,99.16,0
464,234,73,1,397.11,0
465,234,317,2,610.28,0
466,234,47,1,1559.14,0
467,235,111,1,1581.71,0
468,236,15,1,784.33,0
469,236,167,1,99.16,0
470,236,94,1,1462.06,0
471,237,284,1,216.04,0
472,238,458,1,293.22,0
473,238,277,1,625.21,0
474,239,483,1,21.74,0
475,240,310,2,183.32,0
476,240,423,1,107.98,0
477,240,435,1,372.63,37.0
478,241,419,1,144.11,0
479,241,168,2,184.41,0
480,242,372,1,79.34,0
481,242,442,1,434.57,87.87
482,243,351,1,13.87,0
483,244,409,2,136.05,0
484,244,429,1,481.56,118.27
485,244,473,1,307.58,0
486,244,385,1,38.11,0
487,245,108,2,997.97,0
488,246,483,1,21.74,1.95
489,246,301,1,493.17,0
490,246,384,1,65.29,14.01
491,246,179,2,200.25,0
492,247,204,1,120.68,0
493,248,210,1,84.29,17.22
494,248,239,1,142.34,18.01
495,248,386,1,25.6,0
496,248,339,1,132.5,0
497,249,478,2,42.16,0
498,249,128,1,93.9,0
499,249,102,1,319.26,0
500,250,398,1,116.7,0
501,250,267,1,253.08,13.8
502,250,54,1,1075.71,0
503,251,306,1,541.87,118.13
504,252,380,1,102.81,24.28
505,253,9,2,581.29,0
506,254,188,1,70.98,0
507,255,14,2,639.2,0
508,255,73,1,397.11,0
509,255,247,1,286.12,0
510,256,442,1,434.57,0
511,257,134,3,106.1,0
512,258,31,1,1249.45,0
513,259,319,1,133.7,0
514,259,34,3,69.15,0
515,259,190,1,180.79,0
516,260,2,1,301.97,0
517,261,406,1,68.96,0
518,261,212,2,94.84,15.62
519,261,284,1,216.04,0
520,261,118,1,1211.77,0
521,262,176,1,164.15,0
522,263,171,3,206.88,0
523,263,41,1,562.73,0
524,264,290,1,426.08,0
525,265,16,1,992.53,0
526,266,226,1,178.57,0
527,266,473,2,307.58,102.75
528,266,131,1,78.08,0
529,266,430,1,27.66,0
530,267,321,1,272.59,38.0
531,267,302,1,480.47,0
532,267,13,2,428.85,171.37
533,267,387,1,43.85,0
534,268,139,1,192.92,0
535,268,294,3,476.28,295.61
536,269,421,2,52.45,0
537,269,255,1,275.37,0
538,269,476,1,41.05,5.86
539,270,465,1,304.61,28.41
540,271,391,1,31.43,0
541,271,166,3,145.6,0
542,271,224,1,178.82,0
543,272,453,1,124.76,0
544,273,433,1,235.49,0
545,273,88,1,880.49,0
546,273,55,1,1835.82,0
547,273,46,1,639.99,0
548,274,263,1,79.47,0
549,274,305,1,684.74,0
550,275,494,2,34.41,0
551,275,149,2,131.93,0
552,276,485,2,42.61,0
553,277,478,1,42.16,0
554,278,432,1,454.79,0
555,279,81,1,961.13,0
556,280,78,1,454.52,0
557,280,238,1,141.53,0
558,280,372,1,79.34,4.65
559,280,386,1,25.6,0
560,281,461,1,442.39,0
561,282,236,2,297.44,0
562,282,298,1,519.41,0
563,282,409,1,136.05,0
564,283,480,1,11.41,0
565,283,314,1,518.79,0
566,284,183,1,142.29,0
567,284,297,1,64.19,15.63
568,284,390,3,59.02,0
569,284,125,1,1681.86,0
570,284,423,1,107.98,0
571,285,270,1,227.31,0
572,285,228,1,35.81,0
573,285,309,1,631.29,0
574,285,295,1,427.81,0
575,285,35,1,658.09,0
576,286,369,1,63.89,5.58
577,287,425,1,63.11,0
578,288,220,1,187.03,0
579,288,163,1,239.42,0
580,289,477,2,48.55,9.88
581,289,383,1,85.08,0
582,289,34,1,69.15,0
583,290,227,1,248.06,0
584,291,136,1,203.3,0
585,292,477,1,48.55,0
586,293,57,1,1269.28,0
587,293,64,1,1884.06,353.24
588,294,243,1,151.22,0
589,295,216,1,139.9,0
590,296,195,1,193.39,35.04
591,296,249,1,54.96,0
592,297,193,1,159.58,0
593,298,224,1,178.82,37.21
594,299,293,3,317.57,0
595,299,231,3,181.55,0
596,299,401,1,58.32,0
597,300,438,2,83.52,0
598,300,325,1,343.33,60.61
599,300,95,1,360.69,0
600,301,93,3,637.5,0
601,302,392,1,57.02,3.17
602,303,418,1,56.41,0
603,303,490,1,31.32,6.33
604,303,129,3,92.71,40.31
605,304,89,2,369.85,0
606,304,296,2,208.21,0
607,304,305,2,684.74,0
608,305,218,1,272.95,22.63
609,305,39,1,766.19,0
610,306,198,2,196.8,63.3
611,306,444,3,397.34,0
612,307,385,1,38.11,0
613,307,120,1,890.65,0
614,308,240,1,41.46,3.7
615,309,276,1,330.1,0
616,310,462,2,237.04,0
617,311,99,2,1091.52,0
618,312,411,1,52.04,0
619,312,434,3,336.52,0
620,313,118,1,1211.77,0
621,313,167,1,99.16,0
622,313,369,1,63.89,0
623,314,243,1,151.22,0
624,315,185,1,172.31,26.94
625,315,134,2,106.1,0
626,316,8,1,356.04,0
627,316,329,2,80.09,0
628,317,131,1,78.08,0
629,317,448,1,245.22,0
630,318,157,1,244.05,0
631,318,162,2,128.84,56.16
632,319,307,3,97.07,0
633,319,277,1,625.21,56.74
634,319,383,1,85.08,0
635,320,331,1,101.75,0
636,320,338,2,439.95,0
637,320,282,3,768.06,0
638,320,256,1,60.08,9.95
639,320,16,2,992.53,0
640,321,33,1,970.61,0
641,322,286,2,325.17,0
642,322,471,1,405.74,27.07
643,323,284,1,216.04,0
644,324,216,2,139.9,0
645,325,427,2,445.09,79.86
646,325,347,2,163.96,71.18
647,326,381,1,136.31,0
648,327,138,1,228.99,41.09
649,328,145,1,158.16,27.33
650,328,1,2,1095.23,0
651,328,414,2,48.26,0
652,328,229,1,268.48,54.93
653,329,372,1,79.34,0
654,330,267,1,253.08,39.44
655,330,460,1,129.49,0
656,331,233,2,235.3,0
657,332,452,1,324.94,0
658,333,155,3,269.92,0
659,334,262,1,226.81,0
660,335,152,1,226.75,0
661,336,304,2,655.92,0
662,336,207,1,20.55,4.9
663,337,453,1,124.76,26.78
664,337,136,1,203.3,0
665,337,370,1,81.22,0
666,337,375,1,62.05,0
667,337,188,1,70.98,0
668,338,376,1,97.05,0
669,339,424,1,137.29,0
670,340,454,1,334.32,51.5
671,340,404,2,70.44,0
672,340,144,1,234.59,0
673,341,479,1,29.46,0
674,342,31,1,1249.45,0
675,342,47,1,1559.14,0
676,342,60,2,1748.28,745.66
677,343,117,2,621.82,0
678,343,485,1,42.61,0
679,344,3,1,1571.85,0
680,344,490,2,31.32,0
681,345,331,1,101.75,0
682,346,305,1,684.74,0
683,347,73,1,397.11,0
684,347,243,1,151.22,0
685,348,288,1,116.31,0
686,349,185,1,172.31,0
687,349,225,1,292.65,0
688,349,132,1,222.53,0
689,350,113,3,1054.05,0
690,350,368,2,99.73,0
691,351,465,1,304.61,18.12
692,351,323,1,702.61,0
693,351,497,1,14.37,0
694,351,436,1,206.43,0
695,351,153,1,257.34,0
696,352,18,1,931.93,0
697,353,308,1,299.7,0
698,354,10,1,305.83,0
699,354,73,1,397.11,0
700,354,169,1,77.99,0
701,354,413,1,35.24,0
702,354,152,2,226.75,0
703,355,342,1,591.39,0
704,355,70,2,1202.74,0
705,355,94,2,1462.06,238.55
706,356,477,2,48.55,0
707,356,94,1,1462.06,0
708,356,465,1,304.61,0
709,357,227,1,248.06,0
710,358,15,2,784.33,0
711,359,156,2,297.07,111.7
712,360,24,1,676.81,0
713,361,114,3,956.29,0
714,362,192,1,230.05,0
715,363,296,1,208.21,0
716,363,7,1,1522.49,0
717,364,399,1,141.21,0
718,365,298,1,519.41,0
719,366,81,1,961.13,0
720,366,172,1,188.12,27.96
721,366,168,3,184.41,0
722,367,32,1,1070.34,0
723,368,36,2,695.52,0
724,368,8,1,356.04,0
725,368,378,2,68.22,13.49
726,369,60,1,1748.28,0
727,369,46,1,639.99,0
728,369,197,1,33.68,0
729,370,290,2,426.08,143.75
730,371,215,2,264.08,0
731,371,344,2,757.99,187.99
732,371,412,1,37.92,5.4
733,372,411,1,52.04,0
734,373,332,2,382.92,0
735,374,352,1,36.39,0
736,374,188,2,70.98,0
737,375,292,1,139.87,0
738,375,384,1,65.29,10.52
739,375,238,1,141.53,35.17
740,376,35,1,658.09,0
741,376,281,2,441.84,0
742,376,193,1,159.58,0
743,377,370,2,81.22,0
744,378,118,1,1211.77,0
745,378,70,1,1202.74,0
746,378,340,1,777.29,0
747,378,485,1,42.61,0
748,379,364,1,116.89,0
749,379,101,1,1027.84,0
750,380,77,2,353.62,97.44
751,380,113,1,1054.05,0
752,381,389,1,16.13,0
753,381,67,1,387.29,0
754,381,258,1,53.31,0
755,382,50,1,1386.47,75.68
756,382,313,1,99.01,0
757,382,276,1,330.1,0
758,382,115,1,147.64,0
759,383,272,1,205.38,0
760,383,112,1,63.57,0
761,384,42,2,693.81,0
762,385,497,2,14.37,0
763,385,431,1,112.17,0
764,385,214,2,149.47,0
765,386,31,1,1249.45,0
766,387,101,1,1027.84,0
767,388,86,1,542.52,0
768,388,233,1,235.3,0
769,389,471,1,405.74,0
770,389,425,1,63.11,0
771,390,274,3,292.9,0
772,390,377,1,38.68,0
773,390,253,2,102.23,20.04
774,390,486,1,20.42,0
775,391,174,2,118.79,0
776,392,30,1,828.84,0
777,393,40,1,201.08,0
778,393,41,1,562.73,0
779,394,354,1,134.8,0
780,395,138,2,228.99,0
781,395,370,1,81.22,0
782,395,396,3,30.09,0
783,396,196,1,105.97,0
784,396,493,1,31.21,3.7
785,396,414,1,48.26,0
786,397,205,1,102.78,0
787,398,123,2,794.73,0
788,398,7,1,1522.49,0
789,398,233,1,235.3,20.31
790,399,299,1,30.08,0
791,399,101,2,1027.84,0
792,400,212,1,94.84,0
793,401,254,1,23.12,0
794,401,482,1,43.61,0
795,402,81,1,961.13,0
796,403,137,2,38.68,0
797,404,332,2,382.92,0
798,405,296,1,208.21,0
799,406,24,2,676.81,0
800,406,474,2,291.36,0
801,407,13,2,428.85,0
802,408,485,1,42.61,4.7
803,408,100,3,1776.9,0
804,409,85,2,1207.47,0
805,410,465,1,304.61,0
806,411,495,1,35.03,0
807,411,316,1,32.42,0
808,412,316,1,32.42,0
809,413,114,1,956.29,0
810,413,401,1,58.32,0
811,413,182,3,92.37,0
812,414,404,1,70.44,0
813,414,492,1,32.63,0
814,415,433,3,235.49,0
815,416,323,1,702.61,0
816,416,223,2,288.54,0
817,416,473,1,307.58,0
818,417,354,3,134.8,33.27
819,418,178,1,112.57,0
820,418,287,1,213.89,0
821,418,344,2,757.99,0
822,418,440,3,433.51,0
823,418,380,1,102.81,0
824,419,427,2,445.09,0
825,420,204,1,120.68,0
826,421,487,1,18.43,0
827,421,157,1,244.05,0
828,421,396,1,30.09,0
829,422,425,1,63.11,0
830,423,410,2,39.89,0
831,423,90,1,1905.41,0
832,424,140,1,297.06,0
833,425,255,1,275.37,0
834,426,342,1,591.39,115.79
835,426,8,1,356.04,0
836,426,37,2,733.38,0
837,426,319,2,133.7,0
838,426,444,2,397.34,0
839,427,38,1,1859.37,0
840,428,200,1,210.15,50.82
841,429,480,1,11.41,0
842,429,107,2,672.1,0
843,429,482,1,43.61,0
844,430,403,1,144.83,0
845,430,297,1,64.19,4.76
846,431,289,1,365.84,21.95
847,431,328,1,304.32,0
848,431,234,1,237.15,0
849,431,410,1,39.89,0
850,431,472,1,182.52,0
851,432,219,1,148.47,0
852,432,354,1,134.8,0
853,432,18,1,931.93,0
854,433,226,1,178.57,0
855,433,41,1,562.73,0
856,433,57,1,1269.28,0
857,433,452,1,324.94,0
858,434,346,1,262.73,0
859,435,292,1,139.87,0
860,435,391,2,31.43,0
861,436,150,1,185.88,0
862,436,382,2,142.09,0
863,436,114,1,956.29,0
864,436,158,1,220.78,0
865,437,139,1,192.92,38.93
866,437,450,2,441.52,0
867,438,245,2,284.53,0
868,438,371,1,143.0,0
869,439,458,1,293.22,0
870,439,390,1,59.02,0
871,439,293,1,317.57,0
872,439,229,2,268.48,0
873,440,399,1,141.21,0
874,441,371,1,143.0,0
875,442,237,2,54.13,0
876,442,171,1,206.88,0
877,443,482,1,43.61,0
878,444,357,1,92.61,0
879,445,456,1,58.38,0
880,446,94,1,1462.06,0
881,447,380,1,102.81,0
882,448,334,1,456.02,0
883,448,161,1,152.03,0
884,448,364,1,116.89,0
885,448,363,1,115.97,0
886,448,460,3,129.49,0
887,449,30,1,828.84,0
888,449,80,1,1847.74,152.25
889,449,117,1,621.82,0
890,450,473,1,307.58,76.53
891,450,389,1,16.13,0
892,450,82,1,678.63,88.39
893,451,226,1,178.57,0
894,452,73,1,397.11,0
895,452,398,2,116.7,0
896,452,245,1,284.53,0
897,453,377,1,38.68,0
898,453,298,1,519.41,0
899,453,285,1,66.19,0
900,453,395,1,96.6,10.55
901,454,409,1,136.05,16.96
902,455,491,2,27.15,0
903,455,53,1,399.06,0
904,456,474,1,291.36,0
905,456,136,1,203.3,0
906,456,26,1,677.58,0
907,457,307,1,97.07,0
908,458,469,1,485.17,48.27
909,458,260,1,287.72,0
910,459,62,1,1327.46,0
911,459,272,3,205.38,0
912,459,235,2,279.61,0
913,459,495,1,35.03,0
914,459,263,3,79.47,52.69
915,460,181,1,118.61,0
916,460,54,1,1075.71,0
917,461,485,1,42.61,0
918,461,199,1,75.77,16.78
919,461,384,1,65.29,5.56
920,461,131,1,78.08,0
921,462,277,2,625.21,0
922,463,431,1,112.17,0
923,464,441,1,55.72,0
924,465,350,1,771.61,0
925,466,307,1,97.07,0
926,466,380,2,102.81,0
927,466,163,2,239.42,0
928,466,213,1,197.29,0
929,467,15,1,784.33,0
930,467,335,1,551.97,0
931,468,341,1,624.2,0
932,469,152,2,226.75,0
933,469,341,1,624.2,114.01
934,470,115,1,147.64,0
935,470,336,1,758.93,0
936,471,49,1,1437.13,287.19
937,471,487,1,18.43,0
938,471,425,1,63.11,0
939,472,5,1,1726.46,0
940,473,429,1,481.56,61.47
941,474,267,1,253.08,0
942,474,168,1,184.41,0
943,474,398,1,116.7,0
944,475,73,1,397.11,0
945,476,84,1,647.24,0
946,477,442,2,434.57,193.42
947,477,359,1,119.77,0
948,478,83,1,977.22,0
949,479,353,1,23.58,0
950,480,447,1,173.79,0
951,481,364,1,116.89,0
952,482,32,1,1070.34,0
953,482,31,1,1249.45,0
954,482,231,1,181.55,0
955,483,345,3,317.41,0
956,483,405,1,148.25,0
957,483,452,1,324.94,0
958,484,157,3,244.05,179.11
959,485,51,1,99.33,0
960,485,345,3,317.41,0
961,486,482,1,43.61,0
962,486,359,1,119.77,7.03
963,486,11,2,1033.79,0
964,487,335,2,551.97,0
965,488,471,1,405.74,99.0
966,489,255,1,275.37,0
