response_id,campaign_id,customer_id,response_date,action_taken
328,2,712,2023-08-07 20:09:59,Opened
329,2,1416,2023-07-08 12:29:05,Opened
330,2,2208,2023-07-10 11:54:51,Clicked
331,2,1176,2023-08-09 01:37:34,Purchased
332,2,231,2023-07-03 11:22:51,Clicked
333,2,2871,2023-08-07 12:14:11,Purchased
334,2,2734,2023-07-29 16:20:12,Purchased
335,2,98,2023-08-09 22:05:13,Clicked
336,2,986,2023-07-22 23:01:29,Clicked
337,2,1476,2023-07-14 17:10:58,Purchased
338,2,1035,2023-07-24 13:48:14,Clicked
339,2,149,2023-07-14 05:15:18,Ignored
340,2,2462,2023-06-24 19:24:44,Ignored
341,2,608,2023-07-05 05:24:49,Ignored
342,2,2411,2023-08-03 05:37:45,Clicked
343,2,885,2023-06-30 20:25:25,Opened
344,2,1423,2023-07-26 10:05:08,Purchased
345,2,1836,2023-07-02 00:22:54,Purchased
346,2,189,2023-07-31 11:13:52,Clicked
347,2,138,2023-07-23 13:37:35,Ignored
348,2,1042,2023-07-07 01:03:10,Purchased
349,2,2312,2023-07-01 06:26:59,Opened
350,2,810,2023-07-01 18:26:25,Clicked
351,2,2616,2023-07-11 22:14:00,Purchased
352,2,1991,2023-08-03 09:17:05,Purchased
353,2,105,2023-06-29 01:42:48,Opened
354,2,2119,2023-07-21 02:19:18,Opened
355,2,1944,2023-08-06 20:22:20,Clicked
356,2,385,2023-08-01 18:11:45,Clicked
357,2,1345,2023-07-11 14:56:22,Ignored
358,2,912,2023-07-22 15:21:03,Opened
359,2,927,2023-08-09 23:48:05,Clicked
360,2,1652,2023-07-01 18:21:46,Clicked
361,2,564,2023-06-30 19:34:57,Opened
362,2,701,2023-07-06 20:23:43,Clicked
363,2,71,2023-06-28 21:24:40,Opened
364,2,1752,2023-06-30 00:36:07,Clicked
365,2,1574,2023-07-09 12:08:34,Purchased
366,2,1647,2023-07-21 04:09:07,Clicked
367,2,2311,2023-08-04 05:16:00,Clicked
368,2,1140,2023-07-30 10:40:31,Opened
369,2,1040,2023-06-29 05:57:42,Purchased
370,2,1936,2023-06-30 13:50:48,Purchased
371,2,618,2023-08-05 13:10:48,Opened
372,2,1597,2023-08-06 02:40:38,Clicked
373,2,2317,2023-06-27 22:07:51,Purchased
374,2,1171,2023-07-21 19:59:40,Ignored
375,2,567,2023-07-16 18:13:35,Clicked
376,2,2399,2023-07-06 18:22:50,Ignored
377,2,95,2023-07-30 23:23:26,Clicked
378,2,232,2023-08-06 12:33:41,Ignored
379,2,621,2023-08-07 12:48:33,Purchased
380,2,188,2023-07-02 22:09:56,Opened
381,2,1544,2023-08-06 21:18:35,Purchased
382,2,1920,2023-07-26 19:07:20,Ignored
383,2,45,2023-08-05 18:31:26,Purchased
384,2,1824,2023-06-29 08:42:09,Ignored
385,2,908,2023-07-29 00:48:03,Purchased
386,2,2597,2023-07-26 07:18:22,Ignored
387,2,2740,2023-07-23 17:41:42,Clicked
388,2,526,2023-06-22 22:46:52,Opened
389,2,2681,2023-07-08 05:01:06,Ignored
390,2,386,2023-07-25 20:04:14,Ignored
391,2,405,2023-06-29 11:58:05,Ignored
392,2,127,2023-07-11 09:07:29,Opened
393,2,2214,2023-07-12 07:29:31,Ignored
394,2,20,2023-07-07 18:47:45,Opened
395,2,2505,2023-07-24 06:55:43,Opened
396,2,1154,2023-06-28 02:16:41,Opened
397,2,298,2023-08-06 17:44:19,Opened
398,2,1344,2023-06-30 01:00:13,Clicked
399,2,1849,2023-07-19 08:38:50,Opened
400,2,406,2023-06-22 15:24:45,Clicked
401,2,2717,2023-08-05 06:25:15,Ignored
402,2,2377,2023-07-27 04:18:04,Opened
403,2,655,2023-08-01 17:32:32,Ignored
404,2,2449,2023-08-05 05:24:09,Clicked
405,2,775,2023-07-09 23:30:16,Purchased
406,2,2557,2023-07-10 23:12:15,Opened
407,2,918,2023-07-12 01:52:27,Ignored
408,2,865,2023-07-03 12:46:47,Purchased
409,2,1165,2023-07-26 13:40:09,Opened
410,2,747,2023-08-03 19:19:59,Opened
411,2,2761,2023-06-23 16:54:31,Opened
412,2,2107,2023-07-01 07:28:40,Clicked
413,2,2512,2023-06-23 19:07:33,Opened
414,2,214,2023-08-08 23:20:39,Clicked
415,2,1489,2023-06-23 15:45:01,Opened
416,2,881,2023-06-23 20:36:22,Opened
417,2,1957,2023-07-04 09:14:31,Clicked
418,2,1989,2023-07-26 02:04:02,Opened
419,2,361,2023-08-09 03:26:44,Purchased
420,2,272,2023-07-26 21:19:49,Ignored
421,2,2066,2023-07-10 12:28:34,Ignored
422,2,2292,2023-08-04 09:13:19,Opened
423,2,2265,2023-06-23 19:59:28,Ignored
424,2,1758,2023-07-19 14:04:18,Ignored
425,2,2403,2023-07-02 19:54:29,Opened
426,2,2451,2023-07-05 12:52:41,Purchased
427,2,315,2023-07-19 14:15:53,Opened
428,2,2969,2023-08-04 18:51:07,Purchased
429,2,503,2023-08-07 13:35:55,Opened
430,2,2400,2023-07-23 05:42:07,Opened
431,2,509,2023-07-12 11:19:29,Opened
432,2,2237,2023-08-08 05:16:05,Opened
433,2,710,2023-07-19 05:17:34,Ignored
434,2,305,2023-06-27 16:20:23,Opened
435,2,53,2023-07-29 23:29:37,Opened
436,2,1247,2023-08-05 06:46:41,Opened
437,2,129,2023-08-04 18:41:56,Purchased
438,2,1824,2023-06-23 23:33:01,Clicked
439,2,2999,2023-07-10 07:51:46,Opened
440,2,554,2023-07-22 14:45:24,Opened
441,2,2740,2023-07-21 23:11:16,Opened
442,2,586,2023-06-28 17:17:06,Ignored
443,2,2712,2023-07-10 21:24:54,Purchased
444,2,2206,2023-08-04 09:23:44,Purchased
445,2,2336,2023-07-17 18:42:19,Opened
446,2,2053,2023-07-23 17:19:27,Clicked
447,2,2774,2023-08-02 12:21:53,Opened
448,2,144,2023-07-16 01:10:26,Ignored
449,2,1595,2023-07-30 05:50:50,Opened
450,2,1789,2023-07-08 03:00:31,Opened
451,2,1062,2023-07-02 03:41:36,Clicked
452,2,2304,2023-07-29 08:46:48,Opened
453,2,910,2023-07-22 12:32:10,Purchased
454,2,2667,2023-06-25 19:24:39,Ignored
455,2,539,2023-06-23 06:15:34,Clicked
456,2,1408,2023-07-18 22:26:24,Clicked
457,2,840,2023-06-22 13:06:54,Opened
458,2,1715,2023-07-05 11:35:13,Ignored
459,2,2755,2023-07-06 19:03:14,Opened
460,2,1890,2023-08-02 02:08:37,Ignored
461,2,1700,2023-06-29 20:12:55,Ignored
462,2,389,2023-07-27 20:59:04,Opened
463,2,2289,2023-07-09 08:17:27,Opened
464,2,509,2023-07-13 16:49:26,Clicked
465,2,21,2023-08-07 07:35:44,Clicked
466,2,443,2023-06-30 19:50:58,Opened
467,2,2365,2023-07-14 18:39:38,Opened
468,2,1957,2023-07-11 14:29:19,Clicked
469,2,1055,2023-07-08 23:20:25,Purchased
470,2,2341,2023-08-10 10:41:00,Purchased
471,2,964,2023-08-03 15:57:26,Opened
472,2,2937,2023-07-03 16:14:21,Purchased
473,2,1500,2023-07-13 01:16:41,Opened
474,2,1998,2023-06-25 09:43:56,Clicked
475,2,1144,2023-07-24 07:44:08,Opened
476,2,972,2023-06-23 07:44:51,Clicked
477,2,120,2023-08-09 21:44:05,Clicked
478,2,1925,2023-06-25 03:34:25,Opened
479,2,1262,2023-07-17 19:58:49,Clicked
480,2,231,2023-07-12 19:09:48,Purchased
481,2,2251,2023-07-11 20:23:59,Ignored
482,2,578,2023-06-25 09:40:52,Opened
483,2,2829,2023-06-23 15:55:59,Opened
484,2,1907,2023-07-06 05:03:22,Ignored
485,2,1988,2023-06-30 01:14:57,Opened
486,2,81,2023-07-19 03:12:04,Opened
487,2,2049,2023-06-26 11:16:08,Opened
488,2,637,2023-07-08 13:26:13,Clicked
489,2,2500,2023-07-18 17:20:51,Clicked
490,2,688,2023-07-04 04:09:15,Clicked
491,2,431,2023-07-25 16:50:53,Clicked
492,2,183,2023-07-14 11:13:16,Opened
493,2,490,2023-07-19 10:01:56,Ignored
494,2,675,2023-07-13 02:23:34,Opened
495,2,2230,2023-07-16 17:06:57,Opened
496,2,587,2023-07-10 14:51:27,Clicked
497,2,2964,2023-08-02 07:35:50,Clicked
498,2,1514,2023-08-09 17:24:00,Opened
499,2,536,2023-08-01 16:14:29,Clicked
500,2,1891,2023-07-10 17:59:03,Opened
501,2,771,2023-07-25 02:12:04,Opened
502,2,2037,2023-07-14 05:30:31,Ignored
503,2,926,2023-07-03 13:00:25,Opened
504,2,390,2023-06-27 23:55:34,Opened
505,2,1519,2023-08-07 05:08:40,Purchased
506,2,1056,2023-07-04 08:35:17,Purchased
507,2,865,2023-07-02 15:07:15,Opened
508,2,1116,2023-07-18 00:30:51,Clicked
509,2,2341,2023-07-17 01:29:52,Purchased
510,2,1670,2023-07-05 19:39:44,Clicked
511,2,1284,2023-07-22 04:45:01,Opened
512,2,599,2023-07-13 09:55:11,Clicked
513,2,2999,2023-07-07 11:19:29,Ignored
514,2,1699,2023-07-07 09:50:17,Opened
515,2,2369,2023-08-01 19:03:01,Opened
516,2,903,2023-07-24 06:02:05,Purchased
517,2,79,2023-07-05 12:29:58,Clicked
518,2,135,2023-07-24 05:30:32,Opened
519,2,80,2023-08-10 09:40:39,Purchased
520,2,2568,2023-08-03 15:32:38,Purchased
521,2,942,2023-08-09 20:16:35,Opened
522,2,826,2023-07-29 04:10:40,Opened
523,2,416,2023-07-15 00:57:24,Purchased
524,2,50,2023-07-24 09:58:07,Ignored
525,2,2643,2023-07-27 15:42:16,Opened
526,2,2984,2023-07-31 15:37:52,Opened
527,2,176,2023-06-21 09:35:11,Opened
528,2,1867,2023-08-07 04:20:07,Ignored
529,2,2273,2023-07-03 22:51:28,Clicked
530,2,731,2023-07-01 02:14:33,Opened
531,2,766,2023-07-07 09:45:19,Opened
532,2,991,2023-07-31 00:24:32,Ignored
533,2,2622,2023-07-20 06:47:15,Ignored
534,2,121,2023-06-26 06:01:58,Clicked
535,2,585,2023-07-15 15:42:10,Opened
536,2,123,2023-07-23 05:55:52,Opened
537,2,1370,2023-08-10 02:16:45,Opened
538,2,1821,2023-07-12 09:15:22,Opened
539,2,141,2023-08-09 08:26:27,Ignored
540,2,702,2023-07-16 06:23:18,Purchased
541,2,1823,2023-06-30 08:40:36,Clicked
542,2,2892,2023-07-31 01:09:01,Opened
543,2,2570,2023-07-28 10:28:16,Ignored
544,2,2315,2023-06-30 02:06:42,Ignored
545,2,2922,2023-07-26 04:22:01,Opened
546,2,848,2023-07-19 16:30:55,Opened
547,2,1830,2023-08-05 11:46:14,Opened
548,2,1597,2023-08-10 04:34:52,Purchased
549,2,270,2023-08-05 18:44:43,Opened
550,2,1781,2023-07-27 19:31:31,Purchased
551,2,2255,2023-06-30 17:27:30,Opened
552,2,2487,2023-07-10 05:36:42,Clicked
553,2,2901,2023-07-13 03:58:29,Opened
554,2,2174,2023-07-25 10:24:22,Ignored
555,2,1108,2023-07-03 16:14:45,Clicked
556,2,1158,2023-07-18 14:42:27,Opened
557,2,2988,2023-06-25 16:57:07,Clicked
558,2,1901,2023-06-21 04:22:24,Ignored
559,2,1033,2023-07-22 17:31:02,Opened
560,2,2476,2023-07-11 19:36:20,Opened
561,2,2621,2023-07-28 07:50:07,Opened
562,2,2653,2023-07-19 05:20:56,Clicked
563,2,2435,2023-07-22 17:03:22,Opened
564,2,1017,2023-07-13 22:05:58,Purchased
565,2,362,2023-08-07 18:42:51,Opened
566,2,1999,2023-07-30 19:12:09,Opened
567,2,2416,2023-08-01 06:57:35,Opened
568,2,2648,2023-07-19 14:59:21,Opened
569,2,1470,2023-07-31 23:02:46,Opened
570,2,1944,2023-07-19 14:55:43,Ignored
571,2,940,2023-06-25 18:36:01,Opened
572,2,641,2023-08-07 12:55:36,Opened
573,3,2186,2024-04-29 13:31:38,Opened
574,3,670,2024-05-15 20:49:14,Ignored
